"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3196489","Sebastian  Voss and Johannes  Eder","","","","Handling System Complexity in sCPS: Usable Design Space Exploration","2--5","","4","design space exploration, handling complexity, model-based systems engineering, systems engineering","10.1145/3196478.3196489","","","","","","","2018","","Proceedings of the 4th International Workshop on Software Engineering for Smart Cyber-Physical Systems","SEsCPS '18","","978-1-4503-5728-9","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2897046","J&#252;rgen  Thanhofer-Pilisch and Michael  Vierhauser and Rick  Rabiser and Paul  Gr&#252;nbacher","","","","Event Capture and Compare for Runtime Monitoring of Systems of Systems","1--4","","4","capture and compare, evolution, software monitoring","10.1145/2897045.2897046","","","","","","","2016","","Proceedings of the 1st International Workshop on Variability and Complexity in Software Design","VACE '16","","978-1-4503-4176-9","Austin, Texas","ACM","New York, NY, USA"
"article","2844563","Chenglie  Hu","","","","Can Students Design Software?: The Answer Is More Complex Than You Think","199--204","","6","design education, software design, teaching of software design","10.1145/2839509.2844563","","","","","","","2016","","Proceedings of the 47th ACM Technical Symposium on Computing Science Education","SIGCSE '16","","978-1-4503-3685-7","Memphis, Tennessee, USA","ACM","New York, NY, USA"
"article","2480693","Herman  Bruyninckx and Markus  Klotzb&#252;cher and Nico  Hochgeschwender and Gerhard  Kraetzschmar and Luca  Gherardi and Davide  Brugali","","","","The BRICS Component Model: A Model-based Development Paradigm for Complex Robotics Software Systems","1758--1764","","7","component models, reusable software, robotics, software architectures","10.1145/2480362.2480693","","","","","","","2013","","Proceedings of the 28th Annual ACM Symposium on Applied Computing","SAC '13","","978-1-4503-1656-9","Coimbra, Portugal","ACM","New York, NY, USA"
"article","2372280","Reghu  Anguswamy and William B. Frakes","","","","A Study of Reusability, Complexity, and Reuse Design Principles","161--164","","4","empirical study, reusability, reuse design, software reuse","10.1145/2372251.2372280","","","","","","","2012","","Proceedings of the ACM-IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '12","","978-1-4503-1056-7","Lund, Sweden","ACM","New York, NY, USA"
"article","2635889","Peter  Dinges and Gul  Agha","","","","Solving Complex Path Conditions Through Heuristic Search on Induced Polytopes","425--436","","12","Concolic Testing, Local Search, Non-Linear Constraints","10.1145/2635868.2635889","","","","","","","2014","","Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","FSE 2014","","978-1-4503-3056-5","Hong Kong, China","ACM","New York, NY, USA"
"article","3194142","Ross  Edwards and Nelly  Bencomo","","","","DeSiRE: Further Understanding Nuances of Degrees of Satisfaction of Non-functional Requirements Trade-off","12--18","","7","multi-criteria decison making, non-functional requirements, self-adaptative systems","10.1145/3194133.3194142","","","","","","","2018","","Proceedings of the 13th International Conference on Software Engineering for Adaptive and Self-Managing Systems","SEAMS '18","","978-1-4503-5715-9","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2962605","Yan  Sun and Qing  Wang and Mingshu  Li","","","","Understanding the Contribution of Non-source Documents in Improving Missing Link Recovery: An Empirical Study","39:1--39:10","39","10","Mining Software Repositories, Missing Link Recovery, Non-Source Documents, Software Maintenance","10.1145/2961111.2962605","","","","","","","2016","","Proceedings of the 10th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '16","","978-1-4503-4427-2","Ciudad Real, Spain","ACM","New York, NY, USA"
"article","3312669","Litinthong  Kimixay and Liu  Cheng and Liu  Xiangdong","","","","An Empirical Study to Understand the Effect of Email Marketing on Consumer's Online Buying Behavior in a Developing Country","179--183","","5","Consumer Buying Behavior, Email marketing, Empirical study, Online Consumer Buying Behavior, Structure Equation Modeling","10.1145/3312662.3312669","","","","","","","2019","","Proceedings of the 2019 3rd International Conference on Management Engineering, Software Engineering and Service Sciences","ICMSS 2019","","978-1-4503-6189-7","Wuhan, China","ACM","New York, NY, USA"
"article","3239400","Parsa  Pourali and Joanne M. Atlee","","","","An Empirical Investigation to Understand the Difficulties and Challenges of Software Modellers When Using Modelling Tools","224--234","","11","Empirical Study, Human-Centric Software Development, Model-Easing, Modelling Tools, UML","10.1145/3239372.3239400","","","","","","","2018","","Proceedings of the 21th ACM/IEEE International Conference on Model Driven Engineering Languages and Systems","MODELS '18","","978-1-4503-4949-9","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","3121269","Frederik Simon  B&#228;umer and Markus  Dollmann and Michaela  Geierhos","","","","Studying Software Descriptions in SourceForge and App Stores for a Better Understanding of Real-life Requirements","19--25","","7","App Store data, Real-life requirements gathering, Semantic role labeling","10.1145/3121264.3121269","","","","","","","2017","","Proceedings of the 2Nd ACM SIGSOFT International Workshop on App Market Analytics","WAMA 2017","","978-1-4503-5158-4","Paderborn, Germany","ACM","New York, NY, USA"
"article","2838790","Dhaval  Vyas and Tara  Capel and Deven  Tank and David  Shepherd","","","","Understanding the Use of a Bug Tracking System in a Global Software Development Setup","222--226","","5","Bug trackers, CSCW, Design, Software Development","10.1145/2838739.2838790","","","","","","","2015","","Proceedings of the Annual Meeting of the Australian Special Interest Group for Computer Human Interaction","OzCHI '15","","978-1-4503-3673-4","Parkville, VIC, Australia","ACM","New York, NY, USA"
"article","2998360","Maryi  Arciniegas-Mendez and Alexey  Zagalsky and Margaret-Anne  Storey and Allyson Fiona Hadwin","","","","Using the Model of Regulation to Understand Software Development Collaboration Practices and Tool Support","1049--1065","","17","collaboration, regulation, theory","10.1145/2998181.2998360","","","","","","","2017","","Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '17","","978-1-4503-4335-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3234176","Torgeir  Dings&#248;yr and Nils Brede Moe and Helena Holmstr&#246;m Ohlsson","","","","Towards an Understanding of Scaling Frameworks and Business Agility: A Summary of the 6th International Workshop at XP2018","6:1--6:4","6","4","agile transformation, inter-team coordination, large-scale software development, self-management","10.1145/3234152.3234176","","","","","","","2018","","Proceedings of the 19th International Conference on Agile Software Development: Companion","XP '18","","978-1-4503-6422-5","Porto, Portugal","ACM","New York, NY, USA"
"article","3268916","Chong  Wang and Pengwei  Cui and Maya  Daneva and Mohamad  Kassab","","","","Understanding What Industry Wants from Requirements Engineers: An Exploration of RE Jobs in Canada","41:1--41:10","41","10","RE career, RE job market, exploratory study, job ad, requirements engineer, requirements engineering practice","10.1145/3239235.3268916","","","","","","","2018","","Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '18","","978-1-4503-5823-1","Oulu, Finland","ACM","New York, NY, USA"
"article","2962621","Jose Luis de la Vara and Beatriz  Mar&#237;n and Giovanni  Giachetti and Clara  Ayora","","","","Do Models Improve the Understanding of Safety Compliance Needs?: Insights from a Pilot Experiment","32:1--32:6","32","6","Safety-critical system, model, pilot experiment, safety compliance needs, safety standard, understanding","10.1145/2961111.2962621","","","","","","","2016","","Proceedings of the 10th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '16","","978-1-4503-4427-2","Ciudad Real, Spain","ACM","New York, NY, USA"
"article","2601264","Srdjan  Stevanetic and Uwe  Zdun","","","","Exploring the Relationships Between the Understandability of Components in Architectural Component Models and Component Level Metrics","32:1--32:10","32","10","architectural component models, empirical evaluation, software metrics, understandability","10.1145/2601248.2601264","","","","","","","2014","","Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering","EASE '14","","978-1-4503-2476-2","London, England, United Kingdom","ACM","New York, NY, USA"
"article","3182521","Shaowei  Wang and Tse-Hsun  Chen and Ahmed E. Hassan","","","","Understanding the Factors for Fast Answers in Technical Q&#38;A Websites: An Empirical Study of Four Stack Exchange Websites","884--884","","1","Q&#38;A websites, factor importance analysis, response time","10.1145/3180155.3182521","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering","ICSE '18","","978-1-4503-5638-1","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2869117","Bin  Lin and Alexey  Zagalsky and Margaret&#45;Anne  Storey and Alexander  Serebrenik","","","","Why Developers Are Slacking Off: Understanding How Software Teams Use Slack","333--336","","4","Bots, Collaboration, Slack, Social Media, Software Development","10.1145/2818052.2869117","","","","","","","2016","","Proceedings of the 19th ACM Conference on Computer Supported Cooperative Work and Social Computing Companion","CSCW '16 Companion","","978-1-4503-3950-6","San Francisco, California, USA","ACM","New York, NY, USA"
"article","2809841","Meredith Ringel Morris and Andrew  Begel and Ben  Wiedermann","","","","Understanding the Challenges Faced by Neurodiverse Software Engineering Employees: Towards a More Inclusive and Productive Technical Workforce","173--184","","12","attention deficit hyperactivity disorder, autism spectrum disorder, neurodiversity, software development","10.1145/2700648.2809841","","","","","","","2015","","Proceedings of the 17th International ACM SIGACCESS Conference on Computers &#38; Accessibility","ASSETS '15","","978-1-4503-3400-6","Lisbon, Portugal","ACM","New York, NY, USA"
"article","2872412","Tony  Nowatzki and Karthikeyan  Sankaralingam","","","","Analyzing Behavior Specialized Acceleration","697--711","","15","accelerators, dependence graphs, modeling, program behaviors, specialization","10.1145/2954680.2872412","SIGOPS Oper. Syst. Rev.","June 2016","50","2","","March","2016","0163-5980","","","","","","ACM","New York, NY, USA"
"article","2872412","Tony  Nowatzki and Karthikeyan  Sankaralingam","","","","Analyzing Behavior Specialized Acceleration","697--711","","15","accelerators, dependence graphs, modeling, program behaviors, specialization","10.1145/2980024.2872412","SIGARCH Comput. Archit. News","May 2016","44","2","","March","2016","0163-5964","","","","","","ACM","New York, NY, USA"
"article","2872412","Tony  Nowatzki and Karthikeyan  Sankaralingam","","","","Analyzing Behavior Specialized Acceleration","697--711","","15","accelerators, dependence graphs, modeling, program behaviors, specialization","10.1145/2954679.2872412","SIGPLAN Not.","April 2016","51","4","","March","2016","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2872412","Tony  Nowatzki and Karthikeyan  Sankaralingam","","","","Analyzing Behavior Specialized Acceleration","697--711","","15","accelerators, dependence graphs, modeling, program behaviors, specialization","10.1145/2872362.2872412","","","","","","","2016","","Proceedings of the Twenty-First International Conference on Architectural Support for Programming Languages and Operating Systems","ASPLOS '16","","978-1-4503-4091-5","Atlanta, Georgia, USA","ACM","New York, NY, USA"
